concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
35217949	Toxic effect of other metals, assault, sequela	Condition	ICD10CM	7-char billing code		T56.8x3S	2007-01-01	2009-12-31	D
35224298	War operations involving other explosions and fragments, civilian injured due to friendly fire, subsequent encounter	Condition	ICD10CM	7-char billing code		Y36.2x4D	2007-01-01	2009-12-31	D
35224613	Military operations involving chemical weapons, civilian injured due to friendly fire, subsequent encounter	Condition	ICD10CM	7-char billing code		Y37.714D	2007-01-01	2009-12-31	D
35224535	Other cause of injury due to fire, conflagrations and hot substances during military operations, military personnel injured due to enemy fire, subsequent encounter	Condition	ICD10CM	7-char billing code		Y37.351D	2007-01-01	2009-12-31	D
35224329	Heat due to fire-producing device during war operations, military personnel injured due to enemy fire, sequela	Condition	ICD10CM	7-char billing code		Y36.341S	2007-01-01	2009-12-31	D
35224365	War operations involving other forms of conventional warfare, civilian injured due to enemy fire, sequela	Condition	ICD10CM	7-char billing code		Y36.493S	2007-01-01	2009-12-31	D
35216275	Poisoning by tricyclic and tetracyclic antidepressants, intentional self-harm, sequela	Condition	ICD10CM	7-char billing code		T43.0x2S	2007-01-01	2009-12-31	D
35224244	War operations involving explosion of marine weapons and military watercraft, military personnel injured due to friendly fire, subsequent encounter	Condition	ICD10CM	7-char billing code		Y36.0x2D	2007-01-01	2009-12-31	D
35224616	Military operations involving other forms of unconventional warfare, military personnel injured due to enemy fire, subsequent encounter	Condition	ICD10CM	7-char billing code		Y37.791D	2007-01-01	2009-12-31	D
35216285	Underdosing of tricyclic and tetracyclic antidepressants, initial encounter	Condition	ICD10CM	7-char billing code		T43.0x6A	2007-01-01	2009-12-31	D
35224501	Fire due to conventional weapon during military operations, civilian injured due to friendly fire, initial encounter	Condition	ICD10CM	7-char billing code		Y37.314A	2007-01-01	2009-12-31	D
35224325	Heat due to conventional weapon during war operations, civilian injured due to friendly fire, subsequent encounter	Condition	ICD10CM	7-char billing code		Y36.334D	2007-01-01	2009-12-31	D
35224618	Military operations involving other forms of unconventional warfare, military personnel injured due to friendly fire, initial encounter	Condition	ICD10CM	7-char billing code		Y37.792A	2007-01-01	2009-12-31	D
35224359	War operations involving firearm discharge, civilian injured due to friendly fire, sequela	Condition	ICD10CM	7-char billing code		Y36.414S	2007-01-01	2009-12-31	D
35224580	Secondary effects of nuclear weapons during military operations, civilian injured due to friendly fire, subsequent encounter	Condition	ICD10CM	7-char billing code		Y37.524D	2007-01-01	2009-12-31	D
35224294	War operations involving other explosions and fragments, civilian injured due to enemy fire, initial encounter	Condition	ICD10CM	7-char billing code		Y36.2x3A	2007-01-01	2009-12-31	D
35223024	Accidental discharge of unspecified larger firearm, subsequent encounter	Condition	ICD10CM	7-char billing code		W33.9xxD	2007-01-01	2009-12-31	D
35224309	Fire due to fire-producing device during war operations, military personnel injured due to friendly fire, initial encounter	Condition	ICD10CM	7-char billing code		Y36.322A	2007-01-01	2009-12-31	D
35224416	War operations involving chemical weapons, civilian injured due to enemy fire, sequela	Condition	ICD10CM	7-char billing code		Y36.713S	2007-01-01	2009-12-31	D
35224555	Military operations involving other forms of conventional warfare, military personnel injured due to friendly fire, initial encounter	Condition	ICD10CM	7-char billing code		Y37.492A	2007-01-01	2009-12-31	D
35224332	Heat due to fire-producing device during war operations, military personnel injured due to friendly fire, sequela	Condition	ICD10CM	7-char billing code		Y36.342S	2007-01-01	2009-12-31	D
35223029	Accidental discharge of paintball gun, initial encounter	Condition	ICD10CM	7-char billing code		W34.02xA	2007-01-01	2009-12-31	D
35216282	Adverse effect of tricyclic and tetracyclic antidepressants, initial encounter	Condition	ICD10CM	7-char billing code		T43.0x5A	2007-01-01	2009-12-31	D
35224247	War operations involving explosion of marine weapons and military watercraft, civilian injured due to enemy fire, subsequent encounter	Condition	ICD10CM	7-char billing code		Y36.0x3D	2007-01-01	2009-12-31	D
35224623	Military operations involving other forms of unconventional warfare, civilian injured due to enemy fire, sequela	Condition	ICD10CM	7-char billing code		Y37.793S	2007-01-01	2009-12-31	D
35224488	Military operations involving other explosions and fragments, military personnel injured due to friendly fire, sequela	Condition	ICD10CM	7-char billing code		Y37.2x2S	2007-01-01	2009-12-31	D
35224272	War operations involving ultra-light or micro-light aircraft, military personnel injured due to friendly fire, sequela	Condition	ICD10CM	7-char billing code		Y36.132S	2007-01-01	2009-12-31	D
35206627	Neoplasm of uncertain behavior of other digestive organs	Condition	ICD10CM	4-char billing code		D37.7	2007-01-01	2010-12-31	D
35211293	Other	Condition	ICD10CM	4-char billing code		R14.8	2007-01-01	2010-12-31	D
35207122	Unspecified mental disorder due to known physiological condition	Condition	ICD10CM	4-char billing code		F06.9	2007-01-01	2010-12-31	D
35209595	Other multiple gestation, third trimester	Condition	ICD10CM	5-char billing code		O30.83	2007-01-01	2010-12-31	D
35211088	Other reduction defects of lower limb, unspecified side	Condition	ICD10CM	5-char billing code		Q72.80	2007-01-01	2010-12-31	D
35208786	Other acquired deformities of unspecified foot	Condition	ICD10CM	6-char billing code		M21.6x9	2007-01-01	2010-12-31	D
35208957	Spinal instabilities, occipito-atlanto-axial region	Condition	ICD10CM	6-char billing code		M53.2x1	2007-01-01	2010-12-31	D
35208855	Other recurrent vertebral dislocation, lumbar region	Condition	ICD10CM	6-char billing code		M43.5x6	2007-01-01	2010-12-31	D
35208783	Other deformities of toe(s) (acquired), unspecified foot	Condition	ICD10CM	6-char billing code		M20.5x9	2007-01-01	2010-12-31	D
35208960	Spinal instabilities, thoracic region	Condition	ICD10CM	6-char billing code		M53.2x4	2007-01-01	2010-12-31	D
35208741	Direct infection of right knee in infectious and parasitic diseases classified elsewhere	Condition	ICD10CM	6-char billing code		M01.x61	2007-01-01	2010-12-31	D
35207587	Other chronic suppurative otitis media, right ear	Condition	ICD10CM	6-char billing code		H66.3x1	2007-01-01	2010-12-31	D
35208947	Other specified spondylopathies, thoracic region	Condition	ICD10CM	6-char billing code		M48.8x4	2007-01-01	2010-12-31	D
35209102	Other osteomyelitis, upper arm	Condition	ICD10CM	6-char billing code		M86.8x2	2007-01-01	2010-12-31	D
35208740	Direct infection of unspecified hip in infectious and parasitic diseases classified elsewhere	Condition	ICD10CM	6-char billing code		M01.x59	2007-01-01	2010-12-31	D
35209572	Toxic reaction to local anesthesia during pregnancy, first trimester	Condition	ICD10CM	6-char billing code		O29.3x1	2007-01-01	2010-12-31	D
35207615	Other specified diseases of inner ear, unspecified ear	Condition	ICD10CM	6-char billing code		H83.8x9	2007-01-01	2010-12-31	D
35208851	Other recurrent vertebral dislocation, cervical region	Condition	ICD10CM	6-char billing code		M43.5x2	2007-01-01	2010-12-31	D
35207627	Disorders of right acoustic nerve	Condition	ICD10CM	6-char billing code		H93.3x1	2007-01-01	2010-12-31	D
35207589	Other chronic suppurative otitis media, bilateral	Condition	ICD10CM	6-char billing code		H66.3x3	2007-01-01	2010-12-31	D
35209139	Other specified disorders of cartilage, other site	Condition	ICD10CM	6-char billing code		M94.8x8	2007-01-01	2010-12-31	D
35208730	Direct infection of left elbow in infectious and parasitic diseases classified elsewhere	Condition	ICD10CM	6-char billing code		M01.x22	2007-01-01	2010-12-31	D
35207634	Other specified disorders of ear, unspecified ear	Condition	ICD10CM	6-char billing code		H93.8x9	2007-01-01	2010-12-31	D
35208964	Spinal instabilities, sacral and sacrococcygeal region	Condition	ICD10CM	6-char billing code		M53.2x8	2007-01-01	2010-12-31	D
35208963	Spinal instabilities, lumbosacral region	Condition	ICD10CM	6-char billing code		M53.2x7	2007-01-01	2010-12-31	D
35220713	Person on outside of pick-up truck or van injured in collision with other nonmotor vehicle in nontraffic accident, sequela	Condition	ICD10CM	7-char billing code		V56.2xxS	2007-01-01	2010-12-31	D
35218425	Toxic effect of aflatoxin, intentional self-harm, subsequent encounter	Condition	ICD10CM	7-char billing code		T64.02xD	2007-01-01	2010-12-31	D
35209935	Maternal care for excessive fetal growth, first trimester, fetus 3	Condition	ICD10CM	7-char billing code		O36.61x3	2007-01-01	2010-12-31	D
35212010	Other injuries of unspecified eye and orbit, subsequent encounter	Condition	ICD10CM	7-char billing code		S05.8x9D	2007-01-01	2010-12-31	D
35223220	Bitten by pig, sequela	Condition	ICD10CM	7-char billing code		W55.41xS	2007-01-01	2010-12-31	D
35211965	Ocular laceration without prolapse or loss of intraocular tissue, left eye, subsequent encounter	Condition	ICD10CM	7-char billing code		S05.32xD	2007-01-01	2010-12-31	D
35211542	External constriction of part of scalp, subsequent encounter	Condition	ICD10CM	7-char billing code		S00.04xD	2007-01-01	2010-12-31	D
35222198	Burn due to localized fire on board fishing boat, subsequent encounter	Condition	ICD10CM	7-char billing code		V93.02xD	2007-01-01	2010-12-31	D
35213861	Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for closed fracture with malunion	Condition	ICD10CM	7-char billing code		S72.24xP	2007-01-01	2010-12-31	D
35222879	Striking against or struck by unspecified automobile airbag, initial encounter	Condition	ICD10CM	7-char billing code		W22.10xA	2007-01-01	2010-12-31	D
35212181	Traumatic subarachnoid hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter	Condition	ICD10CM	7-char billing code		S06.6x3D	2007-01-01	2010-12-31	D
35213283	Other specified injuries of abdomen, sequela	Condition	ICD10CM	7-char billing code		S39.81xS	2007-01-01	2010-12-31	D
35217102	Poisoning by expectorants, intentional self-harm, subsequent encounter	Condition	ICD10CM	7-char billing code		T48.4x2D	2007-01-01	2010-12-31	D
35217240	Underdosing of keratolytics, keratoplastics, and other hair treatment drugs and preparations, subsequent encounter	Condition	ICD10CM	7-char billing code		T49.4x6D	2007-01-01	2010-12-31	D
35214337	Sprain of the superior tibiofibular joint and ligament, right knee, sequela	Condition	ICD10CM	7-char billing code		S83.61xS	2007-01-01	2010-12-31	D
35220998	Driver of heavy transport vehicle injured in collision with other nonmotor vehicle in nontraffic accident, sequela	Condition	ICD10CM	7-char billing code		V66.0xxS	2007-01-01	2010-12-31	D
35214249	Nondisplaced fracture of lateral malleolus of left fibula, subsequent encounter for closed fracture with delayed healing	Condition	ICD10CM	7-char billing code		S82.65xG	2007-01-01	2010-12-31	D
35212058	Traumatic cerebral edema with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter	Condition	ICD10CM	7-char billing code		S06.1x2D	2007-01-01	2010-12-31	D
35213479	Unspecified fracture of unspecified forearm, initial encounter for open fracture type IIIA, IIIB, or IIIC	Condition	ICD10CM	7-char billing code		S52.90xC	2007-01-01	2010-12-31	D
35214450	Subluxation of right ankle joint, subsequent encounter	Condition	ICD10CM	7-char billing code		S93.01xD	2007-01-01	2010-12-31	D
35214889	Burn of second degree of upper back, initial encounter	Condition	ICD10CM	7-char billing code		T21.23xA	2007-01-01	2010-12-31	D
35216504	Poisoning by alpha-adrenoreceptor antagonists, accidental (unintentional), initial encounter	Condition	ICD10CM	7-char billing code		T44.6x1A	2007-01-01	2010-12-31	D
35218326	Toxic effect of unspecified seafood, accidental (unintentional), subsequent encounter	Condition	ICD10CM	7-char billing code		T61.91xD	2007-01-01	2010-12-31	D
35219969	Unspecified occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van in traffic accident, sequela	Condition	ICD10CM	7-char billing code		V33.9xxS	2007-01-01	2010-12-31	D
920206	Failed moderate sedation during procedure, sequela	Condition	ICD10CM	7-char billing code		T88.52xS	2010-01-01	2010-12-31	D
35220737	Passenger in pick-up truck or van injured in collision with fixed or stationary object in nontraffic accident, sequela	Condition	ICD10CM	7-char billing code		V57.1xxS	2007-01-01	2010-12-31	D
35215640	Poisoning by glucocorticoids and synthetic analogues, accidental (unintentional), initial encounter	Condition	ICD10CM	7-char billing code		T38.0x1A	2007-01-01	2010-12-31	D
35220221	Person boarding or alighting a car injured in collision with two- or three-wheeled motor vehicle, sequela	Condition	ICD10CM	7-char billing code		V42.4xxS	2007-01-01	2010-12-31	D
35217476	Poisoning by diagnostic agents, accidental (unintentional), initial encounter	Condition	ICD10CM	7-char billing code		T50.8x1A	2007-01-01	2010-12-31	D
35216385	Poisoning by unspecified psychotropic drug, assault, subsequent encounter	Condition	ICD10CM	7-char billing code		T43.93xD	2007-01-01	2010-12-31	D
35224059	Assault by sharp glass, subsequent encounter	Condition	ICD10CM	7-char billing code		X99.0xxD	2007-01-01	2010-12-31	D
35224669	Terrorism involving firearms, civilian injured, initial encounter	Condition	ICD10CM	7-char billing code		Y38.4x2A	2007-01-01	2010-12-31	D
35217463	Poisoning by analeptics and opioid receptor antagonists, intentional self-harm, sequela	Condition	ICD10CM	7-char billing code		T50.7x2S	2007-01-01	2010-12-31	D
35209608	Papyraceous fetus, first trimester, fetus 5	Condition	ICD10CM	7-char billing code		O31.01x5	2007-01-01	2010-12-31	D
35213304	Fracture of unspecified shoulder girdle, part unspecified, subsequent encounter for fracture with routine healing	Condition	ICD10CM	7-char billing code		S42.90xD	2007-01-01	2010-12-31	D
35222698	Fall through floor, sequela	Condition	ICD10CM	7-char billing code		W13.3xxS	2007-01-01	2010-12-31	D
35219648	Motorcycle driver injured in collision with pedal cycle in nontraffic accident, sequela	Condition	ICD10CM	7-char billing code		V21.0xxS	2007-01-01	2010-12-31	D
35215364	Adverse effect of chloramphenicol group, initial encounter	Condition	ICD10CM	7-char billing code		T36.2x5A	2007-01-01	2010-12-31	D
35214689	Burn of second degree of chin, subsequent encounter	Condition	ICD10CM	7-char billing code		T20.23xD	2007-01-01	2010-12-31	D
35215116	Corrosion of eyelid and periocular area, right eye, sequela	Condition	ICD10CM	7-char billing code		T26.51xS	2007-01-01	2010-12-31	D
35217578	Toxic effect of petroleum products, undetermined, initial encounter	Condition	ICD10CM	7-char billing code		T52.0x4A	2007-01-01	2010-12-31	D
35218204	Toxic effect of unspecified gases, fumes and vapors, undetermined, sequela	Condition	ICD10CM	7-char billing code		T59.94xS	2007-01-01	2010-12-31	D
35221929	Drowning and submersion due to falling or jumping from crushed water-skis, sequela	Condition	ICD10CM	7-char billing code		V90.37xS	2007-01-01	2010-12-31	D
35217058	Adverse effect of oxytocic drugs, sequela	Condition	ICD10CM	7-char billing code		T48.0x5S	2007-01-01	2010-12-31	D
35212570	Other specified injuries of thyroid gland, initial encounter	Condition	ICD10CM	7-char billing code		S19.84xA	2007-01-01	2010-12-31	D
35217356	Poisoning by loop [high-ceiling] diuretics, assault, initial encounter	Condition	ICD10CM	7-char billing code		T50.1x3A	2007-01-01	2010-12-31	D
35219436	Unspecified pedal cyclist injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, initial encounter	Condition	ICD10CM	7-char billing code		V12.2xxA	2007-01-01	2010-12-31	D
35218806	Other early complications of trauma, subsequent encounter	Condition	ICD10CM	7-char billing code		T79.8xxD	2007-01-01	2010-12-31	D
35211585	Other superficial bite of nose, sequela	Condition	ICD10CM	7-char billing code		S00.37xS	2007-01-01	2010-12-31	D
35218709	Adult physical abuse, suspected, initial encounter	Condition	ICD10CM	7-char billing code		T76.11xA	2007-01-01	2010-12-31	D
35213616	Contusion of unspecified finger without damage to nail, subsequent encounter	Condition	ICD10CM	7-char billing code		S60.00xD	2007-01-01	2010-12-31	D
35216577	Poisoning by antineoplastic and immunosuppressive drugs, accidental (unintentional), subsequent encounter	Condition	ICD10CM	7-char billing code		T45.1x1D	2007-01-01	2010-12-31	D
35217699	Toxic effect of tetrachloroethylene, undetermined, subsequent encounter	Condition	ICD10CM	7-char billing code		T53.3x4D	2007-01-01	2010-12-31	D
35221735	Unspecified occupant of snowmobile injured in nontraffic accident, initial encounter	Condition	ICD10CM	7-char billing code		V86.92xA	2007-01-01	2010-12-31	D
35212840	Traumatic pneumothorax, initial encounter	Condition	ICD10CM	7-char billing code		S27.0xxA	2007-01-01	2010-12-31	D
35214599	Foreign body in small intestine, subsequent encounter	Condition	ICD10CM	7-char billing code		T18.3xxD	2007-01-01	2010-12-31	D
35209064	Pathological fracture, unspecified site, subsequent encounter for fracture with nonunion	Condition	ICD10CM	7-char billing code		M84.40xK	2007-01-01	2010-12-31	D
35215657	Underdosing of glucocorticoids and synthetic analogues, sequela	Condition	ICD10CM	7-char billing code		T38.0x6S	2007-01-01	2010-12-31	D
35224186	Contact with hot tap water, undetermined intent, subsequent encounter	Condition	ICD10CM	7-char billing code		Y27.1xxD	2007-01-01	2010-12-31	D
35218293	Ciguatera fish poisoning, intentional self-harm, subsequent encounter	Condition	ICD10CM	7-char billing code		T61.02xD	2007-01-01	2010-12-31	D
35218240	Toxic effect of other insecticides, undetermined, sequela	Condition	ICD10CM	7-char billing code		T60.2x4S	2007-01-01	2010-12-31	D
35213013	Type 4 fracture of sacrum, sequela	Condition	ICD10CM	7-char billing code		S32.17xS	2007-01-01	2010-12-31	D
35213811	Displaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with nonunion	Condition	ICD10CM	7-char billing code		S72.21xM	2007-01-01	2010-12-31	D
35209833	Maternal care for (suspected) chromosomal abnormality in fetus, other fetus	Condition	ICD10CM	7-char billing code		O35.1xx9	2007-01-01	2010-12-31	D
35210043	Oligohydramnios, unspecified trimester, other fetus	Condition	ICD10CM	7-char billing code		O41.00x9	2007-01-01	2010-12-31	D
35224081	Assault by pushing or placing victim in front of motor vehicle, sequela	Condition	ICD10CM	7-char billing code		Y02.0xxS	2007-01-01	2010-12-31	D
35212131	Epidural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela	Condition	ICD10CM	7-char billing code		S06.4x6S	2007-01-01	2010-12-31	D
35221763	Person injured in collision between heavy transport vehicle and bus (traffic), subsequent encounter	Condition	ICD10CM	7-char billing code		V87.5xxD	2007-01-01	2010-12-31	D
35220096	Passenger in three-wheeled motor vehicle injured in noncollision transport accident in traffic accident, initial encounter	Condition	ICD10CM	7-char billing code		V38.6xxA	2007-01-01	2010-12-31	D
35220417	Person on outside of car injured in collision with other nonmotor vehicle in traffic accident, initial encounter	Condition	ICD10CM	7-char billing code		V46.7xxA	2007-01-01	2010-12-31	D
35219137	Pedestrian on foot injured in collision with roller-skater, subsequent encounter	Condition	ICD10CM	7-char billing code		V00.01xD	2007-01-01	2010-12-31	D
35222403	Helicopter fire injuring occupant, sequela	Condition	ICD10CM	7-char billing code		V95.04xS	2007-01-01	2010-12-31	D
35216552	Adverse effect of centrally-acting and adrenergic-neuron-blocking agents, initial encounter	Condition	ICD10CM	7-char billing code		T44.8x5A	2007-01-01	2010-12-31	D
35216540	Poisoning by centrally-acting and adrenergic-neuron-blocking agents, accidental (unintentional), initial encounter	Condition	ICD10CM	7-char billing code		T44.8x1A	2007-01-01	2010-12-31	D
35209976	Maternal care for viable fetus in abdominal pregnancy, third trimester, fetus 2	Condition	ICD10CM	7-char billing code		O36.73x2	2007-01-01	2010-12-31	D
35214609	Foreign body in other parts of alimentary tract, sequela	Condition	ICD10CM	7-char billing code		T18.8xxS	2007-01-01	2010-12-31	D
35212653	Sternal manubrial dissociation, subsequent encounter for fracture with routine healing	Condition	ICD10CM	7-char billing code		S22.23xD	2007-01-01	2010-12-31	D
35219943	Driver of three-wheeled motor vehicle injured in collision with car, pick-up truck or van in nontraffic accident, initial encounter	Condition	ICD10CM	7-char billing code		V33.0xxA	2007-01-01	2010-12-31	D
35223666	Exposure to melting of plastic jewelry, sequela	Condition	ICD10CM	7-char billing code		X06.1xxS	2007-01-01	2010-12-31	D
35221846	Drowning and submersion due to unspecified watercraft overturning, initial encounter	Condition	ICD10CM	7-char billing code		V90.09xA	2007-01-01	2010-12-31	D
35214508	Injury of other nerves at ankle and foot level, left leg, sequela	Condition	ICD10CM	7-char billing code		S94.8x2S	2007-01-01	2010-12-31	D
35209732	Other complications specific to multiple gestation, unspecified trimester, fetus 3	Condition	ICD10CM	7-char billing code		O31.8x93	2007-01-01	2010-12-31	D
35223064	Explosion and rupture of other pressurized tire, pipe or hose, sequela	Condition	ICD10CM	7-char billing code		W37.8xxS	2007-01-01	2010-12-31	D
35209731	Other complications specific to multiple gestation, unspecified trimester, fetus 2	Condition	ICD10CM	7-char billing code		O31.8x92	2007-01-01	2010-12-31	D
35215251	Superficial frostbite of left hip and thigh, subsequent encounter	Condition	ICD10CM	7-char billing code		T33.62xD	2007-01-01	2010-12-31	D
35216634	Poisoning by iron and its compounds, intentional self-harm, subsequent encounter	Condition	ICD10CM	7-char billing code		T45.4x2D	2007-01-01	2010-12-31	D
35221965	Drowning and submersion due to other accident to unspecified watercraft, sequela	Condition	ICD10CM	7-char billing code		V90.89xS	2007-01-01	2010-12-31	D
35223389	Other contact with macaw, initial encounter	Condition	ICD10CM	7-char billing code		W61.19xA	2007-01-01	2010-12-31	D
35223699	Exposure to other furniture fire due to other burning material, sequela	Condition	ICD10CM	7-char billing code		X08.29xS	2007-01-01	2010-12-31	D
35216419	Poisoning by other parasympathomimetics [cholinergics], intentional self-harm, sequela	Condition	ICD10CM	7-char billing code		T44.1x2S	2007-01-01	2010-12-31	D
35219055	Displacement of breast prosthesis and implant, subsequent encounter	Condition	ICD10CM	7-char billing code		T85.42xD	2007-01-01	2010-12-31	D
35221522	Occupant of streetcar injured in derailment without antecedent collision, initial encounter	Condition	ICD10CM	7-char billing code		V82.7xxA	2007-01-01	2010-12-31	D
35219596	Pedal cyclist (driver) (passenger) injured in unspecified nontraffic accident, subsequent encounter	Condition	ICD10CM	7-char billing code		V19.3xxD	2007-01-01	2010-12-31	D
35221294	Person on outside of bus injured in collision with other nonmotor vehicle in nontraffic accident, initial encounter	Condition	ICD10CM	7-char billing code		V76.2xxA	2007-01-01	2010-12-31	D
35213832	Displaced subtrochanteric fracture of left femur, sequela	Condition	ICD10CM	7-char billing code		S72.22xS	2007-01-01	2010-12-31	D
35217621	Toxic effect of ketones, intentional self-harm, subsequent encounter	Condition	ICD10CM	7-char billing code		T52.4x2D	2007-01-01	2010-12-31	D
35212879	Traumatic amputation (partial) of part of thorax, except breast, initial encounter	Condition	ICD10CM	7-char billing code		S28.1xxA	2007-01-01	2010-12-31	D
35216729	Poisoning by calcium-channel blockers, undetermined, initial encounter	Condition	ICD10CM	7-char billing code		T46.1x4A	2007-01-01	2010-12-31	D
35213947	Unspecified fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC	Condition	ICD10CM	7-char billing code		S72.90xC	2007-01-01	2010-12-31	D
35217973	Toxic effect of arsenic and its compounds, assault, sequela	Condition	ICD10CM	7-char billing code		T57.0x3S	2007-01-01	2010-12-31	D
920192	Other complications following infusion, transfusion and therapeutic injection, initial encounter	Condition	ICD10CM	7-char billing code		T80.89xA	2010-01-01	2010-12-31	D
35215608	Poisoning by other specified systemic anti-infectives and antiparasitics, intentional self-harm, subsequent encounter	Condition	ICD10CM	7-char billing code		T37.8x2D	2007-01-01	2010-12-31	D
35219363	Pedestrian injured in nontraffic accident involving unspecified motor vehicles, sequela	Condition	ICD10CM	7-char billing code		V09.00xS	2007-01-01	2010-12-31	D
35222254	Fall on board other powered watercraft, initial encounter	Condition	ICD10CM	7-char billing code		V93.33xA	2007-01-01	2010-12-31	D
35212839	Other injury of heart, unspecified with or without hemopericardium, sequela	Condition	ICD10CM	7-char billing code		S26.99xS	2007-01-01	2010-12-31	D
35215366	Adverse effect of chloramphenicol group, sequela	Condition	ICD10CM	7-char billing code		T36.2x5S	2007-01-01	2010-12-31	D
35214433	Contusion of unspecified ankle, sequela	Condition	ICD10CM	7-char billing code		S90.00xS	2007-01-01	2010-12-31	D
35215801	Underdosing of 4-Aminophenol derivatives, sequela	Condition	ICD10CM	7-char billing code		T39.1x6S	2007-01-01	2010-12-31	D
35213506	Unspecified fracture of right forearm, subsequent encounter for open fracture type I or II with malunion	Condition	ICD10CM	7-char billing code		S52.91xQ	2007-01-01	2010-12-31	D
35218669	Other effects of lightning, sequela	Condition	ICD10CM	7-char billing code		T75.09xS	2007-01-01	2010-12-31	D
35209789	Maternal care for malpresentation of fetus, unspecified, fetus 4	Condition	ICD10CM	7-char billing code		O32.9xx4	2007-01-01	2010-12-31	D
35217546	Toxic effect of other alcohols, accidental (unintentional), subsequent encounter	Condition	ICD10CM	7-char billing code		T51.8x1D	2007-01-01	2010-12-31	D
35213347	Sprain of other parts of left shoulder girdle, initial encounter	Condition	ICD10CM	7-char billing code		S43.82xA	2007-01-01	2010-12-31	D
35218011	Toxic effect of hydrogen cyanide, undetermined, subsequent encounter	Condition	ICD10CM	7-char billing code		T57.3x4D	2007-01-01	2010-12-31	D
35216529	Poisoning by beta-adrenoreceptor antagonists, assault, subsequent encounter	Condition	ICD10CM	7-char billing code		T44.7x3D	2007-01-01	2010-12-31	D
35212232	Crushing injury of face, subsequent encounter	Condition	ICD10CM	7-char billing code		S07.0xxD	2007-01-01	2010-12-31	D
35218612	Starvation, sequela	Condition	ICD10CM	7-char billing code		T73.0xxS	2007-01-01	2010-12-31	D
35220812	Driver of pick-up truck or van injured in collision with other motor vehicles in traffic accident, sequela	Condition	ICD10CM	7-char billing code		V59.49xS	2007-01-01	2010-12-31	D
35220936	Person on outside of heavy transport vehicle injured in collision with car, pick-up truck or van in traffic accident, initial encounter	Condition	ICD10CM	7-char billing code		V63.7xxA	2007-01-01	2010-12-31	D
